,CommentHead,Comment,Rating
2338,Worst experience ever!,0 product and high price very bad,1
2339,Wonderful,Charging,5
2340,Super!,Nice but battery backup poor,5
2341,Excellent,Nice phone and excellent mobile 👍,5
2342,Not recommended at all,very wonderful phone and that is to very weight and battery package very good  good,1
2343,Slightly disappointed,"Battery performance after 2 day battery backup dead, I not satisfied.",2
2344,Horrible,Badly performance,1
2345,Unsatisfactory,Very bad,1
2346,Great product,Very nice set,5
2347,Unsatisfactory,Idem missing,1
2349,Pretty good,Good one,4
2350,Does the job,Nice one.  ...thanks flipkark.,3
2351,Wonderful,Awesome,5
2352,Perfect product!,Very nice 👌,5
2353,Wonderful,Very nice products,5
2354,Mind-blowing purchase,"The phone is good according to the price, it is right to buy in emergency",5
2355,Waste of money!,"Very disappointed not working ,,7day itself",1
2356,Unsatisfactory,Very very very very very very BAD,1
2357,Waste of money!,Too much bad,1
2358,Worst experience ever!,Waste money,1
2359,Best in the market!,Best,5
2360,Did not meet expectations,"Bad bad bad, very worst product",1
2363,Great product,Speaking not bad,5
2365,Terrible product,Very 👎worset,1
2366,Expected a better product,Bad battery,2
2367,Useless product,Battery is not working after one day,1
2368,Best in the market!,Value for money...so good,5
2369,Just okay,Phone is good go for it,3
2370,Bad quality,Nt good,2
2371,Absolute rubbish!,Ghatiaa battery backup. Full charge pe 10munite jata he,1
2372,Terrible product,Bad product,1
2373,Does the job,Batter,3
2374,Absolute rubbish!,Product is very bad quality but flipkart is nice,1
2376,Useless product,V bad products and not work,1
2377,Unsatisfactory,Waste of money,1
2379,Waste of money!,It is not a good product. It is damaged.,1
2380,Not good,Bad mobile,2
2381,Delightful,Very good product indeed !!!!!,4
2382,Value-for-money,Nice product nd little problem of battery.nd a good service.,4
2383,Could be way better,Bad,2
2385,Useless product,Plz give me my head set,1
2386,Simply awesome,This phone ok value for money if you pay more u will get best phone.. in this prize this phone ok good to use light weight phone only 25 or 30 grams battery is super,5
2387,Moderate,Mobile is very bad re voice west product,2
2389,Expected a better product,Low quality meterial used,2
2391,Good,Battury backup is bad,3
2394,Best in the market!,Best price in this price with great phone,5
2396,Perfect product!,Very good phone,5
2397,Nice,The sound on this phone is not right ाAnd buttery BHI is not good everything else is fine,3
2399,Horrible,Very bad quality. Weast of money. Don't buy it,1
2400,Absolute rubbish!,Total waste,1
2402,Worth every penny,Nice and sureb mobil the are value for thank you saler,5
2403,Value-for-money,Nice,4
2404,Very poor,Performance very bad......this phone has majure technical issues.....and buying this phone is waist.... of money,1
2406,Don't waste your money,Mobile Not Working.........,1
2407,Utterly Disappointed,Don't buy worst experience ever,1
2408,Terrible product,Bad,1
2409,Decent product,Waste,3
2410,Not recommended at all,Very bad product.,1
2411,Must buy!,Nice just ok,5
2412,Useless product,Very bad  battery,1
2413,Bad quality,Vary bad batery.,2
2414,Nice,Charger not working,3
2415,Very poor,Invalid sim card networking phone,1
2417,Nice product,Awesome phone features in this price,4
2418,Not good,Mobile phone worth okButBattery is not okCharger not ok,2
2419,Highly recommended,ⁿⁱᶜᵉ,5
2420,Just okay,No battery backup. Waste of money.,3
2421,Did not meet expectations,Battery worst.Other wise handset is good.,1
2423,Brilliant,Valu for money product,5
2424,Waste of money!,Complant,1
2425,Expected a better product,"When I got this phone...i found,it has only front speaker...back speaker not",2
2426,Hated it!,Worrest dont waste money.. Not working ofter 3 days,1
2427,Perfect product!,This item is a avarage,5
2428,Waste of money!,It's calling sound quality is the worst.Its not audible clearly,1
2429,Very poor,It is very cheap product as well as very cheap customers service from I  kall please don't buy this product .it is just waste of money there is no  network in both sim slot after inserting sim in it .It is showing always in  emergency mode.,1
2430,Utterly Disappointed,Speaker was missing . There was no speaker behind the phone. Battery backup was very poor. Charging slot was not working,1
2431,Useless product,3 rd class phone,1
2434,PATHETIC. CHEATING,"BEWARE DONT BUY!!!!. PRODUCT DOESNT WORK AND FLIPKART DOESNT REFUND THE MONEY AS COMMITTED. WISH TO FILE A COMPLAINT, MORE TOWARDS THE WEBSITE THAT MAKING THIS CHEATING POSSIBLE VIA ONLINE SHOPPING. ELSE WE WOULD NEVER GO TO BUY SUCH PATHETIC PRODUCT.",1
2435,Worst experience ever!,Mobile and charger not working. Please don't choose flipkart,1
2436,Worthless,Don't buy this ghatiya h y,1
2437,Hated it!,Very Baad product... microphone note working..,1
2438,Bad quality,This phone not working,2
2439,Don't waste your money,Such a bad product and bad service also....I think this kind of service not acceptable from flipkart,1
2440,Absolute rubbish!,To bad product pls don't buy..it is not working at all.i applied for return but their not returning too bad worst experience..f ...o..ff,1
2441,Not recommended at all,Don't buy this product..... Very bad battery quality.....,1
2443,Worst experience ever!,Bad collate phone,1
2444,Horrible,Bad,1
2445,Worthless,"Useless phone.This phone does not have a screen saver, its light is always on, this phone has a note on the screen saver.Battery does not last in this phone because it is screen saver.very bad mobile phone.",1
2446,Awesome,It is very efficient,5
2448,Slightly disappointed,Bekar product ha don't purchase it,2
2449,Expected a better product,Money waste products chif product,2
2450,Did not meet expectations,"It's very bad, you sent me the item is dummy,it is not working,when I kept charge it is over heating and it is not power on.don't purchase this item.it is very worrest,",1
2451,Just okay,Bad,3
2453,Worst experience ever!,worst products,1
2454,Super!,Super nice,5
2456,Expected a better product,Battery capacity no,2
2457,Utterly Disappointed,It does not work,1
2458,Not good,Charger,2
2460,Decent product,best mobile low cost,3
2462,Does the job,After using 1.5week ....battery is not upto the mark....,3
2463,Fabulous!,Good product,5
2465,Worst experience ever!,"Never buy this product, battery discharge  within 2 hour, after using 2days  I replaced it",1
2466,Horrible,Battery is loose,1
2468,Very poor,Not satisfied,1
2470,Just wow!,Ok good,5
2471,Expected a better product,The worst mopile waste ..,2
2472,Don't waste your money,Very worst product,1
2473,Fair,BATTERY BACK UP IS NOT GOOD,3
2474,Don't waste your money,Very badd 😠,1
2475,Nice,Nota a bast mobile and battery  is LowBut their prices best phone,3
2476,Fair,The phone doesn't hear the sound nor does it play the Bluetooth,3
2477,Nice,This phone is best but no camera,3
2478,Very poor,Very very very very bad product,1
2479,Terrific,Nice👌👌,5
2480,Not recommended at all,I will order the dark blue colour but the product colour is sky blue colour,1
2482,Good,Awesome,3
2483,Does the job,Okay product,3
2485,Excellent,Good product but battery not use to be a part time,5
2486,Did not meet expectations,Product not working,1
2487,Good choice,Very good product and 4 day deliveryAnd this price is good R.s 550,4
2488,Waste of money!,Bad battery back up (2 to 3 Hours ) only,1
2490,Not recommended at all,battry proble 1h charge n off mobile,1
2491,Good,Waste product,3
2493,Horrible,Very bad site,1
2497,Brilliant,Woderful,5
2498,Just okay,good products,3
2499,Absolute rubbish!,"Battery backup is very bad,please don't waist your money",1
2500,Hated it!,Bilkul 3class product don't way buddy cover fine but keypad not work properly and charger also not working use only 12 days,1
2502,Highly recommended,Good product,5
2503,Wonderful,Nice mobile...,4
2504,Decent product,Audio is Not clear for speaking,3
2505,Waste of money!,Mob is not on,1
2506,Decent product,One mobile is working another mobile not working this frad to flip kart iam not happy with this product,3
2507,Terrific purchase,Super phone,5
2508,Expected a better product,Battery was very bad,2
2509,Useless product,Damage product,1
2510,Good quality product,Everything great but have issue in charger,4
2511,Don't waste your money,Not working...,1
2512,Horrible,I got defective product.Suggest every one not to purchase.,1
2513,Just okay,Sound quality is too poor.U can't even come to know that it's ringing.No vibrationBattery not good,3
2514,Good,West Mony. Sound is not good.,3
2515,Excellent,Awsm product.....nyc delivery by flipkart.....luv u,5
2516,Utterly Disappointed,battery charge will last for half an hour only..,1
2517,Terrible product,Very bed quality battery backup is not good,1
2518,Decent product,A mobile is i kall,3
2519,Does the job,Bed mobile Phone,3
2520,Waste of money!,Don't buy it...,1
2522,Could be way better,Worst item,2
2524,Moderate,Bad phone,2
2525,Worthless,Don't Buy Very Poor product.,1
2526,Worth the money,It's ok,4
2527,Waste of money!,No sound clarity listeningBatter back up only 4 hrs  after 2 or 3 call Without call battery backup is 1 day Keypad color will shade after using Sim slot make problem while removing simOver all this is just like phone BT not phone :(,1
2528,Value-for-money,Overall the phone is good under this price,4
2529,Did not meet expectations,Wast,1
2530,Good,1 no.product,3
2532,Waste of money!,Bad mobile Battery Not proper working,1
2533,Wonderful,Save money,4
2535,Nice product,Super mobile,4
2536,Bad quality,Okay with a price range of 460,2
2537,Did not meet expectations,Good phone but battery is not good,1
2538,Terrible product,Hi rewriting my review after 1 month ...the phone stopped working abruptly...no signal clarity or integrity...very poor don't buy at all.,1
2539,Really Nice,good phone,4
2541,Terrific,Good mobaile its price,5
2542,Not good,Colour changedNo durabilityNo sound,2
2544,Good,Value for money product,3
2545,Worthless,Low quality,1
2547,Don't waste your money,Worst Mobile please don't buy anybody[charger not working & battery complaint ],1
2548,Not good,I m not satisfy because I'm selected black color phon but Flipkart  send others mobile white color bad,2
2549,Hated it!,"Very bad quality, afetr 4 days not working",1
2551,Did not meet expectations,Worst product,1
2552,Brilliant,very good product.......must use this product.......i just fall in love with this phone,5
2553,Nice,"colour was different which i had opted, and also there is minor crack on screen.",3
2554,Terrible product,BAD EXPERIENCE,1
2555,Useless product,Waste of money Battery backup only 2- 3 hours only,1
2556,Super!,Lovely,5
2557,Does the job,😡bad product,3
2558,Expected a better product,"Very poor quality, Than mobile battery backup only 1.5hrs.  Call the ikall customer care in 3days but call not received.",2
2559,Absolute rubbish!,wast product,1
2560,Very poor,Worst mobile,1
2561,Awesome,Super,5
2563,Does the job,Not bad,3
2565,Absolute rubbish!,"Dont buy this type of mobiles voice,battery,charging mode very very bad dont purchase this phone",1
2566,Absolute rubbish!,Like kids phone,1
2567,Very poor,Charging problem,1
2568,Absolute rubbish!,Very bad,1
2572,Awesome,Superb,5
2573,Decent product,Keypad not working perfectly,3
2574,Hated it!,mobile stalish but battery back up very poor,1
2575,Worth the money,Super,4
2576,Mind-blowing purchase,Not good battery lowPhone also very fastBattery not good,5
2577,Worthless,Worthless sound quality is soo bad...plzz dont buy this,1
2579,Absolute rubbish!,Bed qualityTwo phone hang 15 days to your delevery date  please back to filpcart,1
